shop_title,category_title,title,transacted_date,price_sell,avg_margin,avg_cost,total
Buller Grocer,Confectionery,Confectionery,8/04/2023,6.26,5.36,0.91,6
Buller Grocer,Confectionery,Confectionery,9/04/2023,3.13,0.44,2.69,1
Buller Grocer,Confectionery,Confectionery,9/04/2023,6.26,3.57,2.69,3
Buller Grocer,Confectionery,Confectionery,15/04/2023,6.26,3.57,2.69,1
Buller Grocer,Confectionery,Confectionery,21/04/2023,6.26,3.57,2.69,1
Buller Grocer,Confectionery,Confectionery,22/04/2023,6.26,3.57,2.69,1
Buller Grocer,Confectionery,Confectionery,24/04/2023,6.26,3.57,2.69,1
Buller Grocer,Confectionery,Confectionery,13/05/2023,6.26,3.57,2.69,1
Buller Grocer,Confectionery,Confectionery,20/05/2023,6.26,4.06,2.2,1
Buller Grocer,Confectionery,Confectionery,21/05/2023,6.26,4.06,2.2,1
Buller Grocer,Confectionery,Confectionery,8/06/2023,5.95,3.75,2.2,1
Buller Grocer,Confectionery,Confectionery,10/06/2023,6.26,4.96,1.3,11
Buller Grocer,Confectionery,Confectionery,11/06/2023,6.26,4.06,2.2,3
Buller Grocer,Confectionery,Confectionery,13/06/2023,5.95,3.75,2.2,1
Buller Grocer,Confectionery,Confectionery,17/06/2023,6.26,4.06,2.2,4
Buller Grocer,Confectionery,Confectionery,19/06/2023,6.26,4.06,2.2,1
Buller Grocer,Confectionery,Confectionery,20/06/2023,5.63,3.43,2.2,1
Buller Grocer,Confectionery,Confectionery,20/06/2023,6.26,4.06,2.2,2
Buller Grocer,Confectionery,Confectionery,21/06/2023,6.26,4.06,2.2,1
Buller Grocer,Confectionery,Confectionery,22/06/2023,5.95,3.75,2.2,2
Buller Grocer,Confectionery,Confectionery,22/06/2023,6.26,4.06,2.2,1
Buller Grocer,Confectionery,Confectionery,23/06/2023,6.26,5.41,0.85,4
Buller Grocer,Confectionery,Confectionery,24/06/2023,6.26,4.56,1.7,9
Buller Grocer,Confectionery,Confectionery,25/06/2023,6.26,4.06,2.2,3
Buller Grocer,Confectionery,Confectionery,26/06/2023,6.26,4.06,2.2,5
Buller Grocer,Confectionery,Confectionery,27/06/2023,6.26,4.64,1.62,8
Buller Grocer,Confectionery,Confectionery,28/06/2023,6.26,4.06,2.2,8
Buller Grocer,Confectionery,Confectionery,29/06/2023,6.26,4.06,2.2,2
Buller Grocer,Confectionery,Confectionery,30/06/2023,6.26,4.06,2.2,2
Buller Grocer,Confectionery,Confectionery,1/07/2023,6.26,4.06,2.2,7
Buller Grocer,Confectionery,Confectionery,2/07/2023,5.95,3.75,2.2,1
Buller Grocer,Confectionery,Confectionery,2/07/2023,6.26,4.06,2.2,1
Buller Grocer,Confectionery,Confectionery,3/07/2023,6.26,4.06,2.2,8
Buller Grocer,Confectionery,Confectionery,4/07/2023,6.26,4.39,1.87,13
Buller Grocer,Confectionery,Confectionery,5/07/2023,5.95,3.75,2.2,2
Buller Grocer,Confectionery,Confectionery,5/07/2023,6.26,4.06,2.2,5
Buller Grocer,Confectionery,Confectionery,6/07/2023,6.26,4.06,2.2,8
Buller Grocer,Confectionery,Confectionery,7/07/2023,6.26,4.46,1.8,11
Buller Grocer,Confectionery,Confectionery,8/07/2023,6.26,4.06,2.2,5
Buller Grocer,Confectionery,Confectionery,9/07/2023,6.26,4.06,2.2,1
Buller Grocer,Confectionery,Confectionery,10/07/2023,6.26,2.79,3.47,5
Buller Grocer,Confectionery,Confectionery,11/07/2023,5.95,2.48,3.47,1
Buller Grocer,Confectionery,Confectionery,11/07/2023,6.26,3.35,2.91,6
Buller Grocer,Confectionery,Confectionery,12/07/2023,6.26,3.57,2.69,1
Buller Grocer,Confectionery,Confectionery,13/07/2023,6.26,3.57,2.69,4
Buller Grocer,Confectionery,Confectionery,14/07/2023,6.26,3.57,2.69,5
Buller Grocer,Confectionery,Confectionery,15/07/2023,5.95,3.26,2.69,1
Buller Grocer,Confectionery,Confectionery,15/07/2023,6.26,3.57,2.69,5
Buller Grocer,Confectionery,Confectionery,16/07/2023,6.26,3.57,2.69,1
Buller Grocer,Confectionery,Confectionery,17/07/2023,6.26,3.57,2.69,8
Buller Grocer,Confectionery,Confectionery,18/07/2023,6.26,3.57,2.69,3
Buller Grocer,Confectionery,Confectionery,19/07/2023,6.26,4.06,2.2,2
Buller Grocer,Confectionery,Confectionery,20/07/2023,6.26,4.06,2.2,4
Buller Grocer,Confectionery,Confectionery,21/07/2023,6.26,4.06,2.2,2
Buller Grocer,Confectionery,Confectionery,22/07/2023,6.26,4.06,2.2,5
Buller Grocer,Confectionery,Confectionery,23/07/2023,6.26,4.06,2.2,2
Buller Grocer,Confectionery,Confectionery,27/07/2023,6.26,4.06,2.2,2
Buller Grocer,Confectionery,Confectionery,28/07/2023,5.95,3.75,2.2,1
Buller Grocer,Confectionery,Confectionery,28/07/2023,6.26,4.06,2.2,3
Buller Grocer,Confectionery,Confectionery,29/07/2023,6.26,4.06,2.2,5
Buller Grocer,Confectionery,Confectionery,30/07/2023,6.26,4.06,2.2,1
Buller Grocer,Confectionery,Confectionery,31/07/2023,6.26,4.06,2.2,2
Buller Grocer,Confectionery,Confectionery,2/08/2023,6.26,4.06,2.2,3
Buller Grocer,Confectionery,Confectionery,3/08/2023,6.26,6.08,0.18,3
Buller Grocer,Confectionery,Confectionery,4/08/2023,6.26,4.06,2.2,3
Buller Grocer,Confectionery,Confectionery,5/08/2023,6.26,4.06,2.2,6
Buller Grocer,Confectionery,Confectionery,6/08/2023,6.26,4.06,2.2,4
Buller Grocer,Confectionery,Confectionery,7/08/2023,6.26,3.57,2.69,5
Buller Grocer,Confectionery,Confectionery,8/08/2023,6.26,3.57,2.69,1
Buller Grocer,Confectionery,Confectionery,9/08/2023,6.26,4.46,1.8,5
Buller Grocer,Confectionery,Confectionery,10/08/2023,6.26,3.57,2.69,3
Buller Grocer,Confectionery,Confectionery,11/08/2023,6.26,3.57,2.69,3
Buller Grocer,Confectionery,Confectionery,12/08/2023,6.26,3.57,2.69,1
Buller Grocer,Confectionery,Confectionery,14/08/2023,6.26,3.57,2.69,1
Buller Grocer,Confectionery,Confectionery,15/08/2023,5.95,3.26,2.69,1
Buller Grocer,Confectionery,Confectionery,15/08/2023,6.26,3.57,2.69,3
Buller Grocer,Confectionery,Confectionery,16/08/2023,6.26,3.57,2.69,4
Buller Grocer,Confectionery,Confectionery,17/08/2023,6.26,3.57,2.69,1
Buller Grocer,Confectionery,Confectionery,18/08/2023,6.26,3.57,2.69,4
Buller Grocer,Confectionery,Confectionery,19/08/2023,6.26,4.76,1.5,4
Buller Grocer,Confectionery,Confectionery,20/08/2023,6.26,3.57,2.69,6
Buller Grocer,Confectionery,Confectionery,21/08/2023,6.26,4.17,2.1,7
Buller Grocer,Confectionery,Confectionery,22/08/2023,6.26,3.57,2.69,3
Buller Grocer,Confectionery,Confectionery,23/08/2023,6.26,3.57,2.69,3
Buller Grocer,Confectionery,Confectionery,24/08/2023,5.95,3.26,2.69,1
Buller Grocer,Confectionery,Confectionery,24/08/2023,6.26,14.28,-8.02,4
Buller Grocer,Confectionery,Confectionery,25/08/2023,6.26,3.57,2.69,4
Buller Grocer,Confectionery,Confectionery,26/08/2023,6.26,3.57,2.69,5
Buller Grocer,Confectionery,Confectionery,28/08/2023,6.26,7.14,-0.88,2
Buller Grocer,Confectionery,Confectionery,29/08/2023,6.26,3.57,2.69,1
Buller Grocer,Confectionery,Confectionery,31/08/2023,6.26,3.57,2.69,1
Buller Grocer,Confectionery,Confectionery,1/09/2023,6.26,3.57,2.69,4
Buller Grocer,Confectionery,Confectionery,4/09/2023,6.26,3.57,2.69,1
Buller Grocer,Confectionery,Confectionery,5/09/2023,6.26,3.57,2.69,1
Buller Grocer,Confectionery,Confectionery,12/09/2023,6.26,4.07,2.19,1
Buller Grocer,Confectionery,Confectionery,15/09/2023,6.26,4.07,2.19,1
Buller Grocer,Confectionery,Confectionery,16/09/2023,6.26,4.07,2.19,1
Buller Grocer,Confectionery,Confectionery,10/10/2023,5.95,3.75,2.2,1
Buller Grocer,Soft Drink,Soft Drink,1/12/2022,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,8/12/2022,3.62,3.36,0.26,2
Buller Grocer,Soft Drink,Soft Drink,22/12/2022,3.62,1.97,1.65,1
Buller Grocer,Soft Drink,Soft Drink,27/12/2022,3.62,3.94,-0.32,2
Buller Grocer,Soft Drink,Soft Drink,9/01/2023,3.62,3.36,0.26,2
Buller Grocer,Soft Drink,Soft Drink,14/01/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,27/01/2023,3.62,1.97,1.65,1
Buller Grocer,Soft Drink,Soft Drink,1/02/2023,3.62,3.36,0.26,2
Buller Grocer,Soft Drink,Soft Drink,3/02/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,11/02/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,18/02/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,22/02/2023,3.62,3.36,0.26,2
Buller Grocer,Soft Drink,Soft Drink,23/02/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,2/03/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,3/03/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,4/03/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,7/03/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,8/03/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,9/03/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,17/03/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,18/03/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,27/03/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,29/03/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,4/04/2023,3.62,3.36,0.26,2
Buller Grocer,Soft Drink,Soft Drink,5/04/2023,3.62,4.2,-0.58,5
Buller Grocer,Soft Drink,Soft Drink,7/04/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,9/04/2023,3.62,1.68,1.94,3
Buller Grocer,Soft Drink,Soft Drink,10/04/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,13/04/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,13/04/2023,3.62,3.36,0.26,2
Buller Grocer,Soft Drink,Soft Drink,17/04/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,20/04/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,20/04/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,21/04/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,24/04/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,25/04/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,26/04/2023,3.62,1.32,2.3,1
Buller Grocer,Soft Drink,Soft Drink,27/04/2023,3.62,1.32,2.3,1
Buller Grocer,Soft Drink,Soft Drink,28/04/2023,3.62,1.32,2.3,3
Buller Grocer,Soft Drink,Soft Drink,1/05/2023,3.62,1.32,2.3,1
Buller Grocer,Soft Drink,Soft Drink,6/05/2023,3.44,1.14,2.3,1
Buller Grocer,Soft Drink,Soft Drink,8/05/2023,3.44,1.14,2.3,1
Buller Grocer,Soft Drink,Soft Drink,9/05/2023,3.62,1.32,2.3,1
Buller Grocer,Soft Drink,Soft Drink,11/05/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,16/05/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,18/05/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,19/05/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,20/05/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,21/05/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,23/05/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,25/05/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,26/05/2023,3.26,1.32,1.94,1
Buller Grocer,Soft Drink,Soft Drink,27/05/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,27/05/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,30/05/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,1/06/2023,3.62,2.24,1.38,4
Buller Grocer,Soft Drink,Soft Drink,2/06/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,2/06/2023,3.62,1.68,1.94,3
Buller Grocer,Soft Drink,Soft Drink,3/06/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,3/06/2023,3.62,3.36,0.26,2
Buller Grocer,Soft Drink,Soft Drink,4/06/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,5/06/2023,3.62,1.68,1.94,3
Buller Grocer,Soft Drink,Soft Drink,6/06/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,6/06/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,8/06/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,9/06/2023,3.44,1.5,1.94,2
Buller Grocer,Soft Drink,Soft Drink,9/06/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,10/06/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,11/06/2023,3.62,1.68,1.94,6
Buller Grocer,Soft Drink,Soft Drink,12/06/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,12/06/2023,3.62,1.68,1.94,2
Buller Grocer,Soft Drink,Soft Drink,13/06/2023,3.44,3,0.44,2
Buller Grocer,Soft Drink,Soft Drink,13/06/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,14/06/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,14/06/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,15/06/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,15/06/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,16/06/2023,3.44,3,0.44,2
Buller Grocer,Soft Drink,Soft Drink,16/06/2023,3.62,1.68,1.94,3
Buller Grocer,Soft Drink,Soft Drink,17/06/2023,3.44,1.5,1.94,2
Buller Grocer,Soft Drink,Soft Drink,17/06/2023,3.62,1.68,1.94,3
Buller Grocer,Soft Drink,Soft Drink,18/06/2023,3.62,1.68,1.94,1
Buller Grocer,Soft Drink,Soft Drink,19/06/2023,3.44,1.8,1.64,6
Buller Grocer,Soft Drink,Soft Drink,19/06/2023,3.62,1.68,1.94,5
Buller Grocer,Soft Drink,Soft Drink,20/06/2023,3.44,1.5,1.94,2
Buller Grocer,Soft Drink,Soft Drink,20/06/2023,3.62,2.02,1.6,6
Buller Grocer,Soft Drink,Soft Drink,21/06/2023,3.44,2.69,0.75,3
Buller Grocer,Soft Drink,Soft Drink,21/06/2023,3.62,1.97,1.65,3
Buller Grocer,Soft Drink,Soft Drink,22/06/2023,3.44,1.79,1.65,1
Buller Grocer,Soft Drink,Soft Drink,22/06/2023,3.62,1.97,1.65,3
Buller Grocer,Soft Drink,Soft Drink,23/06/2023,3.62,1.97,1.65,1
Buller Grocer,Soft Drink,Soft Drink,24/06/2023,3.44,2.69,0.75,3
Buller Grocer,Soft Drink,Soft Drink,24/06/2023,3.62,3.15,0.47,8
Buller Grocer,Soft Drink,Soft Drink,25/06/2023,3.62,1.97,1.65,4
Buller Grocer,Soft Drink,Soft Drink,26/06/2023,3.44,1.79,1.65,1
Buller Grocer,Soft Drink,Soft Drink,26/06/2023,3.62,3.94,-0.32,6
Buller Grocer,Soft Drink,Soft Drink,27/06/2023,3.44,1.79,1.65,3
Buller Grocer,Soft Drink,Soft Drink,27/06/2023,3.62,1.97,1.65,5
Buller Grocer,Soft Drink,Soft Drink,28/06/2023,3.62,1.97,1.65,7
Buller Grocer,Soft Drink,Soft Drink,29/06/2023,3.62,1.97,1.65,6
Buller Grocer,Soft Drink,Soft Drink,30/06/2023,3.44,1.79,1.65,1
Buller Grocer,Soft Drink,Soft Drink,30/06/2023,3.62,2.51,1.11,14
Buller Grocer,Soft Drink,Soft Drink,1/07/2023,3.44,1.79,1.65,1
Buller Grocer,Soft Drink,Soft Drink,1/07/2023,3.62,1.97,1.65,10
Buller Grocer,Soft Drink,Soft Drink,2/07/2023,3.62,1.97,1.65,8
Buller Grocer,Soft Drink,Soft Drink,3/07/2023,3.44,1.79,1.65,1
Buller Grocer,Soft Drink,Soft Drink,3/07/2023,3.62,2.82,0.8,10
Buller Grocer,Soft Drink,Soft Drink,4/07/2023,3.62,1.97,1.65,8
Buller Grocer,Soft Drink,Soft Drink,5/07/2023,3.44,1.5,1.94,2
Buller Grocer,Soft Drink,Soft Drink,5/07/2023,3.62,1.68,1.94,6
Buller Grocer,Soft Drink,Soft Drink,6/07/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,6/07/2023,3.62,1.92,1.7,8
Buller Grocer,Soft Drink,Soft Drink,7/07/2023,3.44,1.5,1.94,3
Buller Grocer,Soft Drink,Soft Drink,7/07/2023,3.62,1.92,1.7,8
Buller Grocer,Soft Drink,Soft Drink,8/07/2023,3.62,2.05,1.57,11
Buller Grocer,Soft Drink,Soft Drink,9/07/2023,3.62,1.68,1.94,8
Buller Grocer,Soft Drink,Soft Drink,10/07/2023,3.44,1.5,1.94,2
Buller Grocer,Soft Drink,Soft Drink,10/07/2023,3.62,2.1,1.52,5
Buller Grocer,Soft Drink,Soft Drink,11/07/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,11/07/2023,3.62,1.92,1.7,8
Buller Grocer,Soft Drink,Soft Drink,12/07/2023,3.62,1.68,1.94,10
Buller Grocer,Soft Drink,Soft Drink,13/07/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,13/07/2023,3.62,2.02,1.6,6
Buller Grocer,Soft Drink,Soft Drink,14/07/2023,3.62,1.68,1.94,8
Buller Grocer,Soft Drink,Soft Drink,15/07/2023,3.62,1.68,1.94,6
Buller Grocer,Soft Drink,Soft Drink,16/07/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,16/07/2023,3.62,1.68,1.94,6
Buller Grocer,Soft Drink,Soft Drink,17/07/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,17/07/2023,3.62,1.92,1.7,8
Buller Grocer,Soft Drink,Soft Drink,18/07/2023,3.62,1.68,1.94,6
Buller Grocer,Soft Drink,Soft Drink,19/07/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,19/07/2023,3.62,2.31,1.31,11
Buller Grocer,Soft Drink,Soft Drink,20/07/2023,3.44,1.5,1.94,1
Buller Grocer,Soft Drink,Soft Drink,20/07/2023,3.62,1.96,1.66,7
Buller Grocer,Soft Drink,Soft Drink,21/07/2023,3.44,1.5,1.94,2
Buller Grocer,Soft Drink,Soft Drink,21/07/2023,3.62,2.02,1.6,6
Buller Grocer,Soft Drink,Soft Drink,22/07/2023,3.44,1.5,1.94,2
Buller Grocer,Soft Drink,Soft Drink,22/07/2023,3.62,1.92,1.7,8
Buller Grocer,Soft Drink,Soft Drink,23/07/2023,3.44,1.5,1.94,2
Buller Grocer,Soft Drink,Soft Drink,23/07/2023,3.62,2.02,1.6,6
Buller Grocer,Soft Drink,Soft Drink,24/07/2023,3.44,1.5,1.94,2
